term,Exp063972,Exp063804,Exp061170,Exp071855,Exp058132,Exp071409,Exp071413,Exp071852,Exp071853,Exp061845,Exp072767,Exp071414,Exp066882,Exp061181,Exp072369,Exp071860,Exp071910,Exp072223,Exp071913,Exp071861,Exp071416,Exp059910,Exp066874,Exp064120,Exp061843,Exp059915,Exp059931,Exp059906,Exp067098,Exp066039,Exp059897,Exp059913,Exp066025,Exp059903,Exp061855,Exp059930,Exp067440,Exp066029,Exp063813,Exp063811,Exp058122,Exp059899,Exp066032,Exp068742,Exp056266,Exp068741,Exp068655,Exp059898,Exp068659,Exp063808,Exp068658,Exp057318,Exp068662,Exp058165,Exp058162,Exp058123,Exp066034,Exp058125,Exp059911,Exp058138,Exp058108,Exp058140,Exp064117,Exp068946,Exp075756,Exp075767,Exp070852,Exp075758,Exp066041,Exp067091,Exp067093,Exp068657,Exp067095,Exp066037,Exp075754
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,-0.000622287,0.001011307,0.004321714,0.011770902,0.047426983,-0.018006307,0.139548792,-0.003099921,-0.015501916,-0.012551157,0.055700052,0.001720849,0.038584345,0.089975032,-0.032927934,0.109833137,0.070674778,0.077311691,0.097644969,0.018744009,0.029359933,0.108777538,-0.066842768,0.075973152,0.03694759,0.027906894,-0.004944898,0.031636878,0.020565597,-0.005440468,0.078924721,0.044645125,0.176672139,0.040206499,0.12343891,0.10181853,-0.009626803,0.04697493,0.108275861,-0.1952666,0.038117748,-0.062104886,-0.072171369,-0.092111731,0.181028837,0.084284256,-0.173650933,-0.155072443,0.05016605,-0.120838547,-0.105151697,-0.22590941,-0.168118471,-0.110674847,-0.040134651,-0.220982612,-0.161773863,-0.082614234,-0.247098564,0.021935827,-0.055115937,-0.214000314,0.031174193,0.097261769,-0.118185187,0.103387879,0.081825722,-0.07358733,0.091868936,0.089816761,0.008316601,-0.028626717,0.097406395,-0.019992987,-0.081412884
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION,-0.095570644,-0.084595829,-0.248134337,-0.388892284,-0.188277332,-0.398349399,-0.117907191,-0.411799718,-0.376067494,-0.342443366,-0.332479613,0.16943986,-0.113403845,-0.145951008,-0.372800802,0.275574975,-0.573802866,0.325275353,-0.342782488,-0.319085992,-0.367729072,-0.035087445,-0.130337931,0.403881045,-0.426337647,-0.105340018,-0.611689177,-0.421025208,-0.190164648,0.166834542,-0.318567762,-0.364695239,-0.366221969,0.194959209,-0.172530137,0.293030877,0.02236011,0.155229448,0.020052315,0.126546463,0.35738543,0.094052346,0.084390524,0.185992545,-0.313302934,0.47904824,0.427805714,0.324350909,0.204701126,0.350539683,0.071289854,0.059252939,-0.233890187,-0.269303078,0.155869149,0.412464771,0.023297371,0.344952851,0.108476235,0.435884761,-0.10841428,-0.013605212,-0.149488968,0.404655934,0.070741311,0.003440826,-0.380423786,0.263351185,-0.450255292,-0.21450925,-0.127461522,0.029105662,-0.340546711,-0.047988687,-0.167697532
GOBP_STRIATED_MUSCLE_CONTRACTION,-0.049564893,-0.05872883,0.181203033,0.084585014,0.11881612,0.001624379,0.125080291,0.045972457,0.118529251,-0.086747868,0.145583652,0.014938192,-0.033191654,0.101386825,-0.053291173,-0.059582878,-0.057474269,0.004213492,0.111150003,0.079948495,-0.095552653,0.236165618,0.070017819,-0.159161848,0.048896071,-0.281084328,0.125926598,-0.156206281,0.035213448,-0.255940979,0.0874032,0.162283438,0.159496765,-0.349393143,-0.024031705,-0.021970086,0.241699093,0.046035838,0.10294789,-0.199048826,-0.099900392,-0.003695821,-0.084227897,-0.152094266,0.153733078,-0.177724166,-0.26324312,-0.337436975,-0.246696044,-0.280440661,-0.052769676,-0.369829091,0.26566318,0.110826626,-0.006278643,-0.270146274,-0.091803,0.247768866,-0.301127575,-0.195704135,-0.02000615,-0.24876274,-0.17589706,-0.046878605,-0.142670115,0.26020155,0.214536821,-0.114456381,0.278991233,0.200293781,0.062095143,-0.039218126,0.217048092,0.04438193,0.136411955
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,0.147852938,0.143914974,-0.007210549,0.029923297,-0.020815585,0.090848604,0.039895578,0.055850581,-0.014755188,0.217033576,-0.078659719,0.188391442,0.18576216,0.043503078,0.194156916,0.260402151,-0.038770776,0.39709068,0.02651133,0.209372876,0.28275226,0.446140686,0.120812962,0.005988326,-0.024723698,-0.122343099,0.192616624,0.186912858,0.3188689,-0.110305843,0.266166037,0.227863928,0.24968683,-0.140174883,0.256200375,-0.027851174,-0.32159867,-0.086378929,0.286828573,-0.476809282,-0.514551188,0.023996473,-0.03951301,-0.540044719,0.067341842,-0.035444558,0.065355432,-0.459001346,-0.046764333,-0.046615744,-0.064977258,0.135103039,0.029109876,0.477998629,0.175994753,-0.413270303,-0.198168061,0.432151897,-0.104781272,0.409864433,0.580536683,0.015404893,0.016115231,-0.061684469,-0.503032858,-0.25240094,0.171535715,-0.285011813,0.345813054,0.087234967,-0.314642382,-0.427956552,0.355182619,-0.107515295,-0.265184305
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,-0.147966575,-0.279429874,0.068855779,0.074916446,0.004378482,-0.069885852,-0.080027722,0.076950012,0.051416698,0.069166077,-0.056975141,0.029165126,0.2949406,-0.066279396,-0.036092433,-0.094011121,0.044255989,0.198104045,-0.005015014,-0.237380066,-0.10483233,0.150636397,0.087034344,-0.02042182,-0.03865531,-0.147435666,0.021156793,0.018226173,0.140753793,0.265963351,0.02589822,0.056582907,0.046276361,-0.307171521,0.137260681,0.05131896,-0.134238749,0.069543141,-0.032512269,0.045629486,0.000802201,-0.181301898,-0.090531363,-0.28502311,0.076954211,-0.093486173,-0.076744403,0.117910239,0.033093785,-0.145044641,-0.352490924,0.032032046,-0.020264367,-0.233207799,0.008735111,0.029505372,-0.016665259,-0.189102752,-0.075577014,-0.149838566,-0.246480808,-0.116773453,-0.295244441,0.054868616,0.145694107,-0.04833974,-0.298215703,0.096348131,-0.203926836,-0.20250532,-0.186235354,-0.282740825,-0.222451509,-0.245695566,-0.14936384
GOBP_SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,-0.095766067,-0.075627365,0.024653088,0.04141161,0.004483915,0.129517319,0.090797099,0.043871271,0.073407103,0.13285785,-0.038404533,0.107893146,0.019896953,0.092775387,0.040009518,0.099924581,0.089499583,-0.085875887,-0.06441873,0.028293475,0.083591937,0.1461262,-0.028616888,-0.171611452,-0.010719777,-0.001620513,-0.007259387,-0.002557685,-0.346052168,-0.210564149,-0.123053919,-0.207586858,-0.151560155,-0.154544028,-0.048076405,-0.153820202,0.047786811,-0.174380545,-0.148175741,-0.047247459,-0.30928206,-0.201454723,-0.11929323,-0.083667207,-0.148488344,-0.226878816,-0.201853108,0.019763425,-0.20582713,0.108421969,0.099695591,0.141128808,-0.062114917,0.037570651,0.076792376,-0.17979917,0.073814814,-0.070750964,0.042432393,0.012002767,0.01992635,0.018079801,0.069722747,-0.035203813,0.029035223,0.18749325,0.234178293,0.053206167,0.16325019,0.175278376,0.282253169,0.186941585,0.246852525,0.141941411,0.294922808
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,0.203778431,0.16373204,0.206263443,0.215699232,0.189467793,0.273814134,0.247529038,0.221352469,0.26056442,0.268191011,0.252740951,0.308655639,0.261401168,0.299674825,0.14980086,0.163856142,0.280814215,-0.158653647,0.220988861,0.15219491,0.263598504,0.114268906,0.006471034,-0.205053628,0.118604804,-0.14510914,0.127792023,0.131417313,-0.015025486,-0.22987067,0.052837656,-0.030131672,0.026299452,-0.239664458,0.148445191,-0.279691215,-0.103631548,-0.292642623,0.041789849,-0.271747557,-0.378843239,-0.248758349,-0.143698504,-0.231020299,0.057535816,-0.293799066,-0.271105569,-0.17400296,-0.269520028,-0.081395834,-0.111424623,-0.039632407,-0.185754537,0.025270029,-0.149557038,-0.261412684,-0.146356672,0.048211226,-0.082706583,0.004239814,0.103866211,-0.102134764,-0.119200519,-0.009869093,-0.005613505,0.047140643,0.272180392,-0.125487107,0.321132923,0.206975829,0.244975537,0.01537817,0.341596299,0.081869623,0.254833824
GOBP_SUPEROXIDE_ANION_GENERATION,0.02620806,0.565915518,0.214468947,0.13049567,0.221711442,0.103482881,-0.147452794,0.251772181,0.197431827,0.267981526,0.48528929,0.640586462,0.271538037,0.381882884,0.507576527,-0.214112021,0.141646214,-0.343073275,0.494769562,0.486872357,0.54143133,-0.117897305,0.181395645,0.164986332,0.077581306,0.366026126,0.364708273,0.539810981,0.005822138,-0.118715032,0.3249338,-0.185941646,0.190386267,0.002894679,0.240025337,0.080305894,-0.172194401,0.353521818,0.23903112,-0.497695473,-0.130777009,-0.184288764,-0.083943205,-0.452943702,0.104854451,-0.105331042,0.263132513,-0.122934361,0.364636659,-0.009597849,-0.165549634,-0.46400292,0.117164687,-0.111772194,-0.162065499,-0.123197572,-0.176198628,0.304326186,-0.233597093,0.080721124,0.266939647,-0.135696906,-0.397289191,-0.410004802,-0.088747908,-0.052324296,-0.272907357,-0.475487621,0.074247117,-0.238514503,0.39941302,-0.240215309,0.078971412,0.01264731,0.106719585
GOBP_SUPEROXIDE_METABOLIC_PROCESS,-0.027934432,0.34112806,0.179506447,0.024937426,0.178853971,0.126947948,-0.052362459,0.215506984,0.159115052,0.220573813,0.330341777,0.448620633,0.129697753,0.207685798,0.416409146,-0.17275709,0.194769646,-0.312983595,0.402706394,0.423116834,0.422548325,-0.096934388,0.046418511,0.212154887,0.148679284,0.354713362,0.335626651,0.473232252,0.060162667,-0.013520549,0.275379724,-0.135427265,0.227080614,-0.02166186,0.24890362,0.032641994,-0.24089427,0.233050436,0.261716482,-0.38155864,-0.141337814,-0.172298062,-0.059599736,-0.326434693,0.167030847,-0.124392829,0.255293399,-0.118694383,0.302130893,-0.029252526,-0.212091645,-0.44880254,-0.179069345,-0.348201051,-0.297947161,-0.05310611,-0.053117207,-0.066004456,-0.111686851,-0.076294287,-0.109965641,-0.298520603,-0.284915932,-0.403305083,-0.150957382,-0.227834369,-0.242588858,-0.402892919,-0.149962498,-0.358442678,0.07604655,-0.208616029,-0.162794953,-0.169414104,-0.081946045
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION,-0.00298075,0.022412165,0.034254564,0.031666366,0.062678129,0.024509467,0.040458478,0.008369434,0.021544412,0.030932842,-0.042412294,-0.000177961,-0.029340332,-0.016742319,-0.008841059,-0.010381454,-0.052049907,0.074790797,-0.043507285,-0.056252429,-0.029354624,-0.025467191,0.093316991,0.029432624,-0.034097604,0.05166888,0.005741427,-0.019016914,-0.05167092,-0.162161817,0.016305038,-0.019409819,0.094652022,-0.138516061,-0.007091349,-0.029863501,0.082728333,0.070751581,0.027489042,-0.044539741,-0.202294915,0.010361985,-0.064382232,0.046875872,0.026426606,-0.016715233,-0.087100699,-0.104947652,-0.063445972,-0.340773836,-0.17082478,-0.271571035,-0.232897785,-0.25195456,-0.211418494,-0.179604817,-0.277909611,-0.219384513,-0.22114069,-0.290959867,-0.231692524,-0.234346455,-0.251810154,0.034973918,-0.144839185,0.010128222,-0.100738068,-0.120819424,-0.021095352,-0.131181898,-0.0764361,-0.100541749,-0.064733267,-0.030239967,-0.089881176
GOBP_SYNAPSE_ASSEMBLY,0.294071962,0.186434585,0.405671899,0.39987453,0.391893367,0.363625869,0.377114231,0.413653936,0.44542399,0.385585208,0.382579835,0.521403245,0.391388779,0.35535123,0.355503315,0.226970213,0.374904053,-0.115265862,0.382432794,0.351630067,0.225314207,0.135851241,-0.024790016,0.049408625,0.419985769,-0.254244754,0.392618055,0.406341493,-0.138656512,-0.389241087,0.101509806,-0.215527369,0.095368093,-0.441911616,0.06208338,-0.472286164,-0.330087932,-0.360660302,0.084656318,-0.373638498,-0.301746724,-0.31408152,-0.455662793,-0.459844666,0.193010075,-0.325368588,-0.408919637,-0.310447164,-0.303465996,-0.181446838,-0.243584449,-0.3173228,-0.421187026,-0.22165238,-0.23446621,-0.379648257,-0.169194996,-0.064896995,-0.21308077,-0.063571821,0.148439494,-0.38195533,-0.186907346,-0.179790532,-0.222205092,-0.215045077,0.064512629,-0.19876777,0.185069559,-0.085151502,0.163706907,-0.21686692,0.223671389,-0.095605892,-0.143728018
GOBP_SYNAPSE_ORGANIZATION,-0.029473551,-0.056078464,0.149596768,0.168684038,0.059510422,0.165768485,0.079909103,0.167798843,0.160279598,0.107125215,0.140035383,0.198429349,0.151847561,0.108422338,0.01711768,0.017422865,0.087545387,-0.017779283,0.132533451,0.020415957,0.033819428,0.068338427,-0.08945232,-0.044772549,0.019330603,-0.202566386,0.140435755,0.156437657,-0.097828244,-0.179029524,0.056632598,-0.04901968,0.027754581,-0.212239975,0.008480831,-0.150751782,-0.17441359,-0.187815318,0.048001213,-0.095700227,-0.173030772,-0.115167534,-0.255670974,-0.188807017,0.035931109,-0.111087756,-0.280599878,0.024552417,-0.196131314,-0.190518915,-0.174836539,-0.070114795,-0.110396005,-0.2200749,-0.14265432,-0.280112332,-0.138657337,-0.017879621,-0.127078664,-0.078831087,0.006819359,-0.190457697,-0.230764698,-0.078849375,-0.247776955,-0.018660968,-0.152480656,-0.127404458,-0.039492186,-0.178481145,-0.06037679,-0.218382379,-0.022126178,-0.089413283,-0.171173039
GOBP_SYNAPTIC_SIGNALING,0.102440096,0.084700424,0.189377905,0.176314176,0.127933968,0.165719934,0.162263992,0.162248813,0.173188076,0.18489384,0.139348243,0.232607295,0.129324392,0.12606971,0.133905569,0.102387701,0.081774154,-0.14929957,0.098992371,0.08191048,0.050556088,0.003709193,0.062828377,-0.050532111,0.109251041,-0.236030308,0.111965197,0.128998277,0.130101094,-0.131403705,0.195752811,0.037393394,0.195620684,-0.053257775,0.163628114,-0.182805348,-0.177995388,-0.106935363,0.184486641,-0.18443013,-0.136831059,-0.176474538,-0.155058138,-0.275351231,0.190250627,-0.169521212,-0.113011058,-0.023041943,-0.059692262,-0.120773314,-0.13641433,-0.089334432,-0.120649098,0.02307979,-0.129909375,-0.240271542,-0.071680207,0.087400129,-0.078560268,0.026623751,0.043254769,-0.104132902,-0.154818903,-0.204034871,-0.103147854,-0.072394804,0.000774179,0.018997182,0.051677945,-0.040164424,0.087395865,-0.15875544,0.077416239,-0.136873005,0.006072438
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,0.38008978,0.242657945,0.328315844,0.369491369,0.345559608,0.387440617,0.369872118,0.382470659,0.385111177,0.31299267,0.327376089,0.38566618,0.396430653,0.39697477,0.185113878,0.383522968,0.226739359,-0.114023984,0.058382825,0.115640192,0.115673868,-0.142074142,0.112000564,0.149561926,0.2472035,-0.072009485,0.220452157,0.382842889,-0.097123671,-0.268368447,-0.125974258,-0.175855561,-0.147648461,-0.076047484,-0.121404271,-0.261321138,-0.252010657,-0.22236451,-0.124503472,-0.113572774,-0.179567148,-0.406954193,-0.268508462,-0.411770836,0.245474086,-0.374137026,-0.069639232,0.048494996,-0.101738482,-0.014395874,-0.007589484,-0.207085417,-0.222756441,-0.182368225,-0.262597311,-0.037474722,0.114166523,-0.066027078,0.131965719,-0.202950797,-0.079311145,-0.27067459,-0.255937879,-0.031545113,-0.00026125,-0.123554909,-0.213465006,-0.179063789,-0.102670598,-0.21379271,-0.013858523,-0.272649913,-0.113141062,-0.121199863,-0.150221942
GOBP_SYNAPTIC_VESICLE_EXOCYTOSIS,-0.212493842,-0.101263954,-0.007431648,0.004628214,-0.030034527,0.065748346,0.017358361,0.057739196,0.006094545,0.132472214,-0.031210486,-0.141945525,0.093646861,-0.032913311,-0.023723438,0.074467236,-0.03063935,-0.228484751,-0.047467559,0.004615297,-0.18186145,-0.159567662,-0.096092026,-0.298693097,-0.037819085,-0.108213877,-0.031527212,0.013862985,0.23455668,-0.213599322,0.193105945,-0.121717822,0.171505769,-0.012221911,0.054620349,-0.027926397,-0.318135453,-0.132065622,0.282246192,0.210856616,-0.043123892,-0.072063497,-0.007154333,-0.291994621,0.160254841,-0.337168492,-0.097016628,-0.06085712,-0.135087108,0.03235311,0.055727373,-0.070159875,-0.093601587,0.210407557,0.220773839,-0.190230812,0.203764046,0.070494011,-0.208827471,0.053158625,0.118546867,-0.058689833,0.152378497,-0.222858265,0.087521195,0.137277604,0.12050327,0.142449625,0.240521938,0.270939837,0.008564191,-0.150378544,0.001669027,0.159638771,-0.106741321
GOBP_SYNAPTIC_VESICLE_LOCALIZATION,0.205782947,0.06162217,0.296774134,0.320789747,0.273724128,0.349151825,0.319069087,0.309637047,0.350172486,0.313340073,0.279487375,0.351851109,0.365461053,0.316097072,0.24806438,-0.093026436,0.249967262,-0.409126812,0.224111075,0.342618648,0.089015363,-0.296172639,-0.338837822,-0.376691676,0.236655068,-0.307707931,0.265237987,0.232065862,0.00600854,-0.278848971,0.060537856,-0.149959673,0.042306006,-0.443179357,0.115746903,-0.089954746,-0.555086435,-0.4900349,0.243341991,-0.225310538,-0.349303609,-0.489454806,-0.208128045,-0.488466403,0.064892653,-0.250496948,-0.288025046,-0.307993105,-0.294920217,-0.143948956,-0.23926727,-0.279551008,-0.359635308,-0.081144623,-0.22877722,0.075716554,-0.203497693,0.162063375,0.028633034,-0.133331977,0.121889531,-0.207674649,-0.104519666,-0.127116594,-0.378264929,0.072074337,0.139447837,-0.023450676,0.340912947,0.270694073,0.082080963,-0.042176468,0.272734056,0.040021468,-0.124147271
GOBP_SYNAPTIC_VESICLE_RECYCLING,-0.079476653,-0.223985557,-0.044328698,0.084424117,0.263285353,-0.027874812,0.034436286,0.130373662,0.134800999,-0.049395809,0.095764385,-0.273810926,0.020659622,0.277479477,0.0937317,-0.129513281,0.231036623,0.139182426,0.045209292,0.081213298,0.032011258,0.177653868,0.157560846,0.175947644,-0.008651685,-0.119575469,0.236843038,0.211060807,-0.24742885,-0.004746072,-0.102083361,-0.226197268,0.037312453,0.075305402,-0.151776557,0.189655203,-0.085187407,-0.113280804,-0.085954295,0.01442084,-0.065205005,-0.198472785,-0.098121964,0.15571821,0.025889246,0.092020936,-0.159366349,0.075950032,0.239431989,-0.229310687,-0.227266068,0.03169859,-0.171688181,-0.369983376,-0.243335249,0.213930386,-0.232239173,-0.383610313,-0.039482474,-0.13938376,-0.409006538,-0.332516078,-0.284246348,-0.040850427,0.174232855,0.019804559,-0.029407124,0.073390497,0.021520946,-0.031217731,-0.125503373,-0.015404445,0.063801205,0.162154403,-0.109400154
GOBP_SYNAPTIC_VESICLE_TRANSPORT,0.012935702,-0.228653148,0.095840663,0.117355425,0.071238663,0.171324563,0.104952051,0.109274635,0.174662115,0.081209216,0.080816366,0.22657689,0.253224037,0.161426158,0.027479202,-0.318080409,0.059133554,-0.423529801,-0.010451963,0.169623706,-0.258530792,-0.36329194,-0.384561411,-0.37529591,0.020507524,-0.259882786,0.077912478,0.027558721,-0.222299833,-0.132386676,-0.181821645,-0.454141998,-0.206955649,-0.467110223,-0.038925714,0.164862476,-0.586438102,-0.514262874,0.030294709,-0.037928843,-0.203220309,-0.50096642,-0.069322016,-0.480431235,-0.155248366,-0.125425926,-0.157650995,-0.093430868,-0.222889216,-0.131620439,-0.268316277,-0.108780355,-0.222704912,-0.021098962,-0.068639227,0.370792304,-0.01593462,0.062408885,0.317905764,-0.062560327,-0.006068727,-0.044362368,0.110503679,0.067071909,-0.354015414,0.149227772,0.192487281,0.177478379,0.239962682,0.23305719,0.174476708,0.15622048,0.176375373,0.250482947,-0.051237433
GOBP_SYNCYTIUM_FORMATION,-0.193863169,-0.185819142,0.153902954,0.145260269,0.135850888,0.242562024,0.167196655,0.173848889,0.205054912,0.13178117,0.160001193,0.066848639,0.113985352,0.138233226,0.36970492,-0.33952827,0.147134574,-0.282640326,0.0686168,0.094746455,0.080423213,-0.214281428,-0.318472551,-0.023070224,0.069112671,-0.177651502,0.144822415,0.112084452,0.208699001,-0.031421813,0.170825403,-0.041949245,0.149879218,-0.024271781,0.083994033,0.151155116,-0.211879679,-0.151573406,0.030025568,-0.233735527,-0.066285582,0.034602774,-0.058128718,-0.015824632,0.273084585,0.054521981,0.011788647,-0.286234141,0.000579977,-0.319238916,-0.275085359,-0.248119498,-0.313873508,-0.263259454,-0.084641923,-0.112825769,-0.148307908,-0.380613184,-0.222140638,-0.147430516,-0.252160604,-0.289063321,0.128763065,-0.195864629,0.082814441,-0.113458382,-0.058362267,-0.051477792,0.027344975,-0.059999852,-0.057891052,-0.107663068,0.463358203,-0.053402313,0.008606101
GOBP_T_CELL_ACTIVATION,-0.139044768,-0.126853511,-0.183973607,-0.229066247,-0.207703431,-0.248282952,-0.194628279,-0.217891223,-0.261671256,-0.243092574,-0.210932478,-0.196112038,-0.236651225,-0.207201641,-0.238453221,-0.090447829,-0.281686305,-0.124571536,-0.199449902,-0.265344032,-0.182221277,-0.016420294,0.052248607,0.118015865,-0.233545658,-0.031517888,-0.264245876,-0.282244409,-0.054344952,0.141297388,-0.032935611,-0.027328939,-0.048893713,0.084504646,-0.025353525,0.036193966,0.217728525,0.140344476,-0.003609573,0.143817549,0.126154622,0.160679585,0.21326834,0.04992502,-0.098911331,0.145440804,0.141248346,0.07495499,0.093576724,0.051176706,0.164248276,0.078834602,0.093021216,0.039438473,0.097324112,0.297066367,0.063236752,0.004004869,0.132290372,0.038361575,0.029594177,0.037988759,0.097818362,0.025025844,0.040026659,-0.016527658,-0.10083972,0.090829964,-0.06811107,-0.078199225,-0.034609975,-0.024133473,-0.055177066,-0.005655578,-0.06195946
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,-0.222294159,-0.223913855,-0.178636039,-0.235135405,-0.20896574,-0.270392558,-0.219005056,-0.227452455,-0.268267605,-0.159073684,-0.242998303,-0.275076824,-0.211965958,-0.220531598,-0.291625468,-0.249152164,-0.287152767,-0.087055785,-0.323544997,-0.193378462,-0.128593232,-0.172792025,0.151122236,0.150542523,-0.31486073,-0.039080987,-0.307988057,-0.292435645,-0.08406981,0.259958518,-0.147387042,0.044189236,-0.171566135,0.333872099,-0.017253021,0.220418696,0.365640169,0.299257759,-0.120342678,0.216862489,-0.039835057,-0.000438202,0.229026517,0.243970784,-0.073779162,0.178726797,0.137944006,0.050976007,0.28559898,0.01404959,0.349557664,0.058063358,0.143182379,0.023932444,0.002986071,0.294782971,0.0975329,-0.150229202,0.321831791,-0.101917966,-0.076231015,0.070170613,0.16084654,0.368508937,0.149353836,-0.143043392,-0.149566499,0.137573677,-0.209794558,-0.063023116,-0.06249107,-0.065033599,-0.210235448,0.022889936,0.006247766
GOBP_T_CELL_APOPTOTIC_PROCESS,-0.152885748,0.065646307,-0.265893718,-0.250097222,-0.278859178,-0.304504234,-0.240186658,-0.245153882,-0.308595637,-0.242526044,-0.26978942,-0.291615329,-0.296038747,-0.306405117,-0.290533027,-0.040462941,-0.32034463,0.15854006,-0.323489537,-0.282182102,-0.234220719,-0.06019924,0.399032193,0.467693556,-0.306862856,0.060987794,-0.36513677,-0.309366644,0.088028009,0.116607774,-0.121746945,-0.155185014,-0.144297593,0.367335091,-0.153833757,0.345725748,0.371874024,0.529304867,-0.126622567,0.287537414,0.182243646,0.145923876,0.328918169,0.330705358,-0.076069483,0.277809492,0.601262265,0.124146054,0.371400267,0.050605932,0.286022298,0.272338465,0.031934493,-0.279192639,0.062878612,0.433757836,0.133908917,-0.388938358,-0.164664311,0.102672169,-0.106837936,-0.240989399,-0.098939929,0.244984933,0.119785941,-0.230404105,-0.17573616,0.147290269,-0.244678128,-0.147996018,0.056608021,-0.149301605,-0.137230577,-0.183510012,-0.071652355
GOBP_T_CELL_CYTOKINE_PRODUCTION,-0.266129303,-0.240518547,-0.030503804,-0.021395004,-0.051752813,0.002710559,-0.010390831,-0.015605705,-0.006030936,-0.025632176,-0.04041313,0.153685025,-0.061837646,-0.069643166,-0.085926888,-0.340020822,-0.070432965,-0.446253147,-0.11268825,-0.066382419,-0.127754764,-0.392217226,-0.287613636,-0.42169808,-0.103822532,-0.440217826,-0.078662287,-0.094589443,-0.012218486,-0.38145484,-0.02304292,-0.104811175,-0.043907444,0.15273848,0.484288241,-0.080581024,0.280419282,-0.311492546,0.115606533,-0.35455351,-0.2278804,-0.077225519,0.389618138,-0.041962201,0.132399037,-0.243044064,-0.232340534,-0.085910741,-0.230073044,-0.056381144,-0.118412044,0.045234299,0.154770033,-0.012627812,0.10298638,0.149263338,-0.128975224,0.051710766,-0.007670329,0.051686435,-0.002534964,0.099996913,-0.065901171,-0.038311596,-0.025443248,-0.463675404,-0.408891219,-0.369681057,-0.16576293,-0.402885095,-0.410393413,-0.263349775,-0.077524991,-0.410163593,-0.375354349
GOBP_T_CELL_DIFFERENTIATION,-0.27238766,-0.228079905,-0.16386689,-0.219463609,-0.227508315,-0.264153691,-0.19794315,-0.230824539,-0.26658906,-0.314468203,-0.175267108,-0.095781263,-0.209655436,-0.175916002,-0.164689847,-0.20559956,-0.2334588,-0.235818376,-0.153242292,-0.258828914,-0.216847856,-0.163371327,-0.013774616,-0.014094768,-0.215877666,-0.142124643,-0.215713623,-0.253718046,0.065122817,0.149120775,0.007574114,-0.023829585,-0.034351178,0.155606998,0.017137557,0.014782442,0.185242038,0.097992559,0.13906837,0.102291542,0.001639623,0.117306489,0.247999108,0.107283707,-0.038004568,0.101477021,0.092067064,0.053501468,0.09693332,0.051595738,0.082654959,0.09291313,-0.019262384,-0.063597873,-0.073909589,0.329476054,0.03688265,-0.127590198,0.092308252,-0.067725865,-0.145685104,-0.049870592,-0.025576177,0.060957604,0.085001869,-0.152202515,-0.241498056,0.063940683,-0.146244306,-0.158808082,-0.191066412,-0.029651905,-0.106697701,-0.139716867,-0.165506964
GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS,-0.432663854,-0.237028818,-0.258198461,-0.315834078,-0.274819376,-0.276466683,-0.166531921,-0.236084318,-0.248224278,-0.367309397,-0.212752733,-0.156281722,-0.287987444,-0.228251639,-0.313146231,-0.138288485,-0.341961227,-0.246800198,-0.218362463,-0.409676204,-0.462834058,-0.32612504,-0.23117894,0.202988284,-0.32530389,-0.222364309,-0.331322627,-0.353415472,-0.088358189,0.049711677,0.092992957,-0.166512873,-0.047775658,0.226643828,0.017677824,0.182192118,0.111273781,-0.077987312,0.08578277,0.058457826,0.065962288,0.101867815,0.25286991,-0.245763248,-0.016635429,-0.177644894,-0.036768739,0.18127284,0.108847098,0.077128797,0.053259899,-0.09720535,-0.257777845,-0.123474254,-0.062056034,0.266853197,0.156595279,-0.223856396,-0.044529722,-0.121755027,-0.123921823,0.013992105,-0.028899921,-0.098600759,-0.115297554,-0.22623554,-0.351242861,-0.024914884,-0.159742774,-0.247997092,-0.446507255,-0.167455223,-0.391545887,-0.330556535,-0.29023642
GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE,-0.248315655,-0.252771124,-0.150794811,-0.237037661,-0.262312841,-0.263881138,-0.227709142,-0.227604762,-0.261940827,-0.261925638,-0.239384468,-0.301951124,-0.186257825,-0.175539339,-0.301592215,-0.343122535,-0.276038344,-0.251125127,-0.340578855,-0.184421026,-0.179159616,-0.255821847,0.021793118,-0.054782928,-0.31623202,-0.113657982,-0.299771281,-0.293576453,-0.177860149,0.193250173,-0.219696789,-0.011050367,-0.243487093,0.314483588,-0.092720269,0.103398256,0.428779371,0.16303337,-0.181259607,0.160384233,-0.153716813,-0.130211805,0.230844745,0.339152035,-0.082197608,0.091098802,0.176756205,0.06586567,0.1853071,0.088754475,0.306905037,0.140839974,0.106968952,0.008070361,-0.063910513,0.294301106,0.094536605,-0.173194367,0.279503505,-0.041173863,-0.177863121,0.030412844,0.175031857,0.429824939,0.234847086,-0.185932352,-0.199757954,0.229938255,-0.287661416,-0.186128845,-0.059471387,-0.091448682,-0.176554329,0.02972752,-0.031568146
