peak,symbol
10q24.31,BLOC1S2
10q24.31,PKD2L1
10q24.31,SCD
10q24.31,OLMALINC
10q24.31,WNT8B
10q24.31,SEC31B
10q24.31,NDUFB8
10q24.31,HIF1AN
10q24.31,PAX2
10q24.31,SLF2
10q24.31,SEMA4G
10q24.31,MIR608
10q24.31,MRPL43
10q24.31,C10orf2
10q24.31,LZTS2
10q24.31,PDZD7
10q24.31,SFXN3
10q24.31,KAZALD1
10q24.31,TLX1NB
10q24.31,TLX1
10q24.31,LINC01514
10q24.32,LBX1-AS1
10q24.32,LBX1
10q24.32,LOC101927419
10q24.32,BTRC
10q24.32,POLL
10q24.32,DPCD
10q24.32,MIR3158-1
10q24.32,MIR3158-2
10q24.32,hsa-mir-3158-1
10q24.32,FBXW4
10q24.32,FGF8
10q24.32,NPM3
10q24.32,MGEA5
10q24.32,KCNIP2-AS1
10q24.32,KCNIP2
10q24.32,C10orf76
10q24.32,HPS6
10q24.32,LDB1
10q24.32,PPRC1
10q24.32,NOLC1
10q24.32,ELOVL3
10q24.32,PITX3
10q24.32,GBF1
10q24.32,NFKB2
10q24.32,PSD
10q24.32,CUEDC2
10q24.32,FBXL15
10q24.32,MIR146B
10q24.32,C10orf95
10q24.32,RPARP-AS1
10q24.32,MFSD13A
10q24.32,ACTR1A
10q24.32,SUFU
10q24.32,TRIM8
10q24.32,ARL3
10q24.32,SFXN2
10q24.32,WBP1L
10q24.32,CYP17A1
10q24.32,BORCS7-ASMT
10q24.32,BORCS7
10q24.32,AS3MT
10q24.32,CNNM2
10q24.32,NT5C2
10q24.33,RPEL1
10q24.33,INA
10q24.33,PCGF6
10q24.33,TAF5
10q24.33,USMG5
10q24.33,MIR1307
10q24.33,PDCD11
10q24.33,CALHM2
10q24.33,CALHM1
10q24.33,CALHM3
10q24.33,NEURL1-AS1
10q24.33,NEURL1
10q24.33,SH3PXD2A
10q24.33,SH3PXD2A-AS1
10q24.33,OBFC1
10q24.33,SLK
10q25.1,COL17A1
10q25.1,MIR936
10q25.1,SFR1
10q25.1,CFAP43
10q25.1,MIR609
10q25.1,GSTO1
10q25.1,GSTO2
10q25.1,MIR4482
10q25.1,ITPRIP
10q25.1,LOC101927472
10q25.1,CFAP58-AS1
10q25.1,CFAP58
10q25.1,LOC101927523
10q25.1,SORCS3
10q25.1,SORCS3-AS1
10q25.1,LOC101927549
10q25.1,LOC105378470
10q25.1,SORCS1
10q25.1,LINC01435
10q25.1,XPNPEP1
10q25.1,ADD3-AS1
10q25.1,ADD3
10q25.2,MXI1
10q25.2,SMNDC1
10q25.2,DUSP5
10q25.2,SMC3
10q25.2,RBM20
10q25.2,PDCD4-AS1
10q25.2,PDCD4
10q25.2,BBIP1
10q25.2,MIR4680
10q25.2,SHOC2
10q25.2,RPL13AP6
10q25.2,MIR548E
10q25.2,ADRA2A
10q25.2,GPAM
10q25.2,TECTB
10q25.2,GUCY2GP
10q25.2,MIR6715A
10q25.2,MIR6715B
10q25.2,ACSL5
10q25.2,ZDHHC6
10q25.2,VTI1A
10q25.2,MIR4295
10q25.2,LOC103344931
10q25.2,TCF7L2
10q25.2,SNORA87
10q25.3,HABP2
10q25.3,NRAP
10q25.3,CASP7
10q25.3,PLEKHS1
10q25.3,MIR4483
10q25.3,DCLRE1A
10q25.3,NHLRC2
10q25.3,ADRB1
10q25.3,CCDC186
10q25.3,MIR2110
10q25.3,TDRD1
10q25.3,VWA2
10q25.3,AFAP1L2
10q25.3,ABLIM1
10q25.3,LOC101927692
10q25.3,FAM160B1
10q25.3,TRUB1
10q25.3,LOC102724589
10q25.3,ATRNL1
10q25.3,GFRA1
10q25.3,CCDC172
10q25.3,PNLIPRP3
10q25.3,PNLIP
10q25.3,PNLIPRP1
10q25.3,PNLIPRP2
10q25.3,C10orf82
10q25.3,HSPA12A
10q25.3,ENO4
10q25.3,SHTN1
10q25.3,VAX1
10q25.3,MIR3663HG
10q25.3,MIR3663
10q25.3,KCNK18
10q25.3,SLC18A2
10q25.3,PDZD8
10q26.11,EMX2OS
10q26.11,EMX2
10q26.11,RAB11FIP2
10q26.11,CASC2
10q26.11,FAM204A
10q26.11,LINC00867
10q26.11,PRLHR
10q26.11,CACUL1
10q26.11,EIF3A
10q26.11,NANOS1
10q26.11,SNORA19
10q26.11,FAM45A
10q26.11,SFXN4
10q26.11,PRDX3
10q26.11,GRK5
10q26.11,MIR4681
10q26.11,RGS10
10q26.11,TIAL1
10q26.11,BAG3
10q26.11,INPP5F
10q26.11,MCMBP
10q26.11,SEC23IP
10q26.12,MIR4682
10q26.12,RPL21|chr10
10q26.12,PLPP4
10q26.12,LINC01561
10q26.12,WDR11-AS1
10q26.12,WDR11
10q26.13,FGFR2
10q26.13,ATE1
10q26.13,ATE1-AS1
10q26.13,NSMCE4A
10q26.13,TACC2
10q26.13,BTBD16
10q26.13,PLEKHA1
10q26.13,MIR3941
10q26.13,ARMS2
10q26.13,HTRA1
10q26.13,DMBT1
10q26.13,C10orf120
10q26.13,DMBT1P1
10q26.13,CUZD1
10q26.13,FAM24B-CUZD1
10q26.13,FAM24B
10q26.13,LOC399815
10q26.13,FAM24A
10q26.13,C10orf88
10q26.13,PSTK
10q26.13,IKZF5
10q26.13,ACADSB
10q26.13,HMX3
10q26.13,HMX2
10q26.13,BUB3
10q26.13,GPR26
10q26.13,CPXM2
10q26.13,CHST15
10q26.13,OAT
10q26.13,NKX1-2
10q26.13,LHPP
10q26.13,FAM53B
10q26.13,FAM53B-AS1
10q26.13,METTL10
10q26.13,FAM175B
10q26.13,ZRANB1
10q26.13,CTBP2
10q26.13,MIR4296
10q26.13,TEX36-AS1
10q26.13,TEX36
10q26.13,LOC283038
10q26.2,FLJ37035
10q26.2,EDRF1
10q26.2,EDRF1-AS1
10q26.2,MMP21
10q26.2,UROS
10q26.2,MIR4484
10q26.2,BCCIP
10q26.2,DHX32
10q26.2,FANK1
10q26.2,FANK1-AS1
10q26.2,ADAM12
10q26.2,C10orf90
10q26.2,LINC00601
10q26.2,DOCK1
10q26.2,FAM196A
10q26.2,NPS
10q26.2,FOXI2
10q26.2,CLRN3
10q26.2,PTPRE
10q26.2,AS-PTPRE
10q26.2,MKI67
10q26.2,LINC01163
10q26.3,MGMT
10q26.3,EBF3
10q26.3,MIR4297
10q26.3,LINC00959
10q26.3,CTAGE7P
10q26.3,GLRX3
10q26.3,MIR378C
10q26.3,TCERG1L-AS1
10q26.3,TCERG1L
10q26.3,LINC01164
10q26.3,PPP2R2D
10q26.3,BNIP3
10q26.3,JAKMIP3
10q26.3,DPYSL4
10q26.3,STK32C
10q26.3,LRRC27
10q26.3,PWWP2B
10q26.3,C10orf91
10q26.3,INPP5A
10q26.3,NKX6-2
10q26.3,CFAP46
10q26.3,LINC01166
10q26.3,LINC01167
10q26.3,LINC01168
10q26.3,ADGRA1-AS1
10q26.3,ADGRA1
10q26.3,KNDC1
10q26.3,UTF1
10q26.3,VENTX
10q26.3,MIR202HG
10q26.3,MIR202
10q26.3,ADAM8
10q26.3,TUBGCP2
10q26.3,ZNF511
10q26.3,CALY
10q26.3,PRAP1
10q26.3,ECHS1
10q26.3,FUOM
10q26.3,MIR3944
10q26.3,PAOX
10q26.3,MTG1
10q26.3,SPRN
10q26.3,SCART1
10q26.3,CYP2E1
10q26.3,SYCE1
10q26.3,SPRNP1
10q26.3,FRG2B
10q26.3,DUX4|chr10
11p15.5,BET1L
11p15.5,LINC01001
11p15.5,ODF3
11p15.5,SCGB1C1
11p15.5,MIR6743
11p15.5,RIC8A
11p15.5,SIRT3
11p15.5,PSMD13
11p15.5,NLRP6
11p15.5,PGGHG
11p15.5,IFITM5
11p15.5,IFITM2
11p15.5,IFITM1
11p15.5,IFITM3
11p15.5,B4GALNT4
11p15.5,PKP3
11p15.5,SIGIRR
11p15.5,ANO9
11p15.5,PTDSS2
11p15.5,RNH1
11p15.5,HRAS
11p15.5,LRRC56
11p15.5,LMNTD2
11p15.5,RASSF7
11p15.5,MIR210HG
11p15.5,MIR210
11p15.5,LOC143666
11p15.5,PHRF1
11p15.5,CDHR5
11p15.5,IRF7
11p15.5,SCT
11p15.5,DEAF1
11p15.5,DRD4
11p15.5,TMEM80
11p15.5,EPS8L2
11p15.5,TALDO1
11p15.5,PDDC1
11p15.5,LOC171391
11p15.5,CEND1
11p15.5,SLC25A22
11p15.5,PANO1
11p15.5,PIDD1
11p15.5,RPLP2
11p15.5,SNORA52
11p15.5,PNPLA2
11p15.5,CD151
11p15.5,CRACR2B
11p15.5,POLR2L
11p15.5,TSPAN4
11p15.5,CHID1
11p15.5,AP2A2
11p15.5,MUC6
11p15.5,LOC101927503
11p15.5,MUC2
11p15.5,MUC5AC
11p15.5,MUC5B
11p15.5,MIR6744
11p15.5,TOLLIP
11p15.5,TOLLIP-AS1
11p15.5,BRSK2
11p15.5,MOB2
11p15.5,DUSP8
11p15.5,KRTAP5-AS1
11p15.5,KRTAP5-1
11p15.5,KRTAP5-2
11p15.5,KRTAP5-3
11p15.5,KRTAP5-4
11p15.5,KRTAP5-5
11p15.5,FAM99A
11p15.5,FAM99B
11p15.5,KRTAP5-6
11p15.5,IFITM10
11p15.5,CTSD
11p15.5,SYT8
11p15.5,TNNI2
11p15.5,LSP1
11p15.5,MIR4298
11p15.5,MIR7847
11p15.5,LINC01150
11p15.5,TNNT3
11p15.5,MRPL23
11p15.5,SNORD131
11p15.5,LINC01219
11p15.5,MRPL23-AS1
11p15.5,H19
11p15.5,HOTS
11p15.5,MIR675
11p15.5,IGF2
11p15.5,INS-IGF2
11p15.5,MIR483
11p15.5,IGF2-AS
11p15.5,INS
11p15.5,TH
11p15.5,MIR4686
11p15.5,ASCL2
11p15.5,C11orf21
11p15.5,TSPAN32
11p15.5,CD81-AS1
11p15.5,CD81
11p15.5,TRPM5
11p15.5,TSSC4
11p15.5,KCNQ1
11p15.5,KCNQ1OT1
11p15.4,KCNQ1-AS1
11p15.4,KCNQ1DN
11p15.4,CDKN1C
11p15.4,SLC22A18AS
11p15.4,SLC22A18
11p15.4,PHLDA2
11p15.4,NAP1L4
11p15.4,SNORA54
11p15.4,CARS
11p15.4,OSBPL5
11p15.4,MRGPRG-AS1
11p15.4,MRGPRG
11p15.4,MRGPRE
11p15.4,ZNF195
11p15.4,TSSC2
11p15.4,OR7E12P
11p15.4,LOC101927708
11p15.4,TRPC2
11p15.4,ART5
11p15.4,ART1
11p15.4,CHRNA10
11p15.4,NUP98
11p15.4,PGAP2
11p15.4,RHOG
11p15.4,MIR4687
11p15.4,STIM1
11p15.4,RRM1
11p15.4,LOC100506082
11p15.4,OR52B4
11p15.4,TRIM21
11p15.4,OR52K2
11p15.4,OR52K1
11p15.4,OR52M1
11p15.4,C11orf40
11p15.4,OR52I2
11p15.4,OR52I1
11p15.4,TRIM68
11p15.4,OR51D1
11p15.4,OR51E1
11p15.4,OR51E2
11p15.4,OR51F1
11p15.4,OR52R1
11p15.4,OR51F2
11p15.4,OR51S1
11p15.4,OR51T1
11p15.4,OR51A7
11p15.4,OR51G2
11p15.4,OR51G1
11p15.4,OR51A2
11p15.4,OR51A4
11p15.4,MMP26
11p15.4,OR51L1
11p15.4,OR52J3
11p15.4,OR52E2
11p15.4,OR52A5
11p15.4,OR52A1
11p15.4,OR51V1
11p15.4,HBB
11p15.4,HBD
11p15.4,BGLT3
11p15.4,HBBP1
11p15.4,HBG1
11p15.4,HBG2
11p15.4,HBE1
11p15.4,OR51B4
11p15.4,OR51B2
11p15.4,OR51B5
11p15.4,OR51B6
11p15.4,OR51M1
11p15.4,OR51Q1
11p15.4,OR51I1
11p15.4,OR51I2
11p15.4,OR52D1
11p15.4,UBQLN3
11p15.4,UBQLNL
11p15.4,OLFM5P
11p15.4,OR52H1
11p15.4,OR52B6
11p15.4,TRIM6
11p15.4,TRIM6-TRIM34
11p15.4,TRIM34
11p15.4,TRIM5
11p15.4,TRIM22
11p15.4,OR56B1
11p15.4,OR52N4
11p15.4,OR52N5
11p15.4,OR52N1
11p15.4,OR52N2
11p15.4,OR52E6
11p15.4,OR52E8
11p15.4,OR52E4
11p15.4,OR56A3
11p15.4,OR56A5
11p15.4,OR52L1
11p15.4,OR56A4
11p15.4,OR56A1
11p15.4,OR56B4
11p15.4,OR52B2
11p15.4,C11orf42
11p15.4,OR52W1
11p15.4,FAM160A2
11p15.4,CNGA4
11p15.4,CCKBR
11p15.4,PRKCDBP
11p15.4,APBB1
11p15.4,SMPD1
11p15.4,HPX
11p15.4,TRIM3
11p15.4,ARFIP2
11p15.4,TIMM10B
11p15.4,DNHD1
11p15.4,RRP8
11p15.4,ILK
11p15.4,TAF10
11p15.4,TPP1
11p15.4,DCHS1
11p15.4,MRPL17
11p15.4,GVINP1
11p15.4,OR2AG2
11p15.4,OR2AG1
11p15.4,OR6A2
11p15.4,OR10A5
11p15.4,OR10A2
11p15.4,OR10A4
11p15.4,OR2D2
11p15.4,OR2D3
11p15.4,ZNF215
11p15.4,ZNF214
11p15.4,NLRP14
11p15.4,RBMXL2
11p15.4,MIR302E
11p15.4,SYT9
11p15.4,LOC100506258
11p15.4,OLFML1
11p15.4,PPFIBP2
11p15.4,CYB5R2
11p15.4,OVCH2
11p15.4,OR5P2
11p15.4,OR5P3
11p15.4,LOC283299
11p15.4,OR5E1P
11p15.4,OR10A6
11p15.4,OR10A3
11p15.4,NLRP10
11p15.4,EIF3F
11p15.4,CASC23
11p15.4,TUB
11p15.4,TUB-AS1
11p15.4,RIC3
11p15.4,LMO1
11p15.4,STK33
11p15.4,TRIM66
11p15.4,RPL27A
11p15.4,SNORA3A
11p15.4,SNORA3B
11p15.4,ST5
11p15.4,LOC102724784
11p15.4,AKIP1
11p15.4,C11orf16
11p15.4,ASCL3
11p15.4,TMEM9B
11p15.4,TMEM9B-AS1
11p15.4,NRIP3
11p15.4,SCUBE2
11p15.4,KRT8P41
11p15.4,MIR5691
11p15.4,DENND5A
11p15.4,TMEM41B
11p15.4,IPO7
11p15.4,SNORA23
11p15.4,LOC644656
11p15.4,ZNF143
11p15.4,WEE1
11p15.4,SWAP70
11p15.4,LOC440028
11p15.4,SBF2-AS1
11p15.4,SBF2
11p15.4,LOC101928008
11p15.4,ADM
11p15.4,CAND1.11
11p15.4,AMPD3
11p15.4,MIR4485
11p15.4,MTRNR2L8
11p15.4,RNF141
11p15.4,MRVI1-AS1
11p15.4,LYVE1
11p15.4,MRVI1
11p15.4,CTR9
11p15.4,EIF4G2
11p15.4,SNORD97
11p15.4,LOC101928053
11p15.4,ZBED5
11p15.4,ZBED5-AS1
11p15.4,GALNT18
11p15.4,CSNK2A3
11p15.4,MIR4299
11p15.3,MIR8070
11p15.3,USP47
11p15.3,DKK3
11p15.3,LOC105376554
11p15.3,MICAL2
11p15.3,MIR6124
11p15.3,MICALCL
11p15.3,PARVA
11p15.3,TEAD1
11p15.3,LINC00958
11p15.3,RASSF10
11p15.3,ARNTL
11p15.3,BTBD10
11p15.3,PTH
11p15.3,FAR1
11p15.2,LOC101928132
11p15.2,SPON1
11p15.2,RRAS2
11p15.2,COPB1
11p15.2,PSMA1
11p15.2,PDE3B
11p15.2,CYP2R1
11p15.2,CALCA
11p15.2,CALCB
11p15.2,INSC
11p15.2,LOC102724957
11p15.2,SOX6
11p15.2,MIR6073
11p15.2,C11orf58
11p15.2,PLEKHA7
11p15.1,OR7E14P
11p15.1,RPS13
11p15.1,SNORD14A
11p15.1,SNORD14B
11p15.1,PIK3C2A
11p15.1,NUCB2
11p15.1,LOC105376575
11p15.1,NCR3LG1
11p15.1,KCNJ11
11p15.1,ABCC8
11p15.1,USH1C
11p15.1,OTOG
11p15.1,LOC102723330
11p15.1,MYOD1
11p15.1,KCNC1
11p15.1,SERGEF
11p15.1,TPH1
11p15.1,SAAL1
11p15.1,SAA3P
11p15.1,MRGPRX3
11p15.1,MRGPRX4
11p15.1,LOC494141
11p15.1,SAA2-SAA4
11p15.1,SAA4
11p15.1,SAA2
11p15.1,SAA1
11p15.1,HPS5
11p15.1,GTF2H1
11p15.1,MIR3159
11p15.1,LDHA
11p15.1,LDHC
11p15.1,LDHAL6A
11p15.1,TSG101
11p15.1,UEVLD
11p15.1,SPTY2D1-AS1
11p15.1,SPTY2D1
11p15.1,IGSF22
11p15.1,TMEM86A
11p15.1,PTPN5
11p15.1,MRGPRX1
11p15.1,MRGPRX2
11p15.1,ZDHHC13
11p15.1,CSRP3
11p15.1,E2F8
11p15.1,NAV2
11p15.1,NAV2-AS5
11p15.1,NAV2-AS4
11p15.1,MIR4486
11p15.1,LOC100126784
11p15.1,MIR4694
11p15.1,NAV2-AS2
11p15.1,DBX1
11p15.1,HTATIP2
11p15.1,PRMT3
11p15.1,SLC6A5
11p15.1,NELL1
11p14.3,ANO5
11p14.3,SLC17A6
11p14.3,LINC01495
11p14.3,FANCF
11p14.3,GAS2
11p14.3,SVIP
11p14.3,CCDC179
11p14.3,MIR8054
11p14.3,LUZP2
11p14.3,ANO3
11p14.2,LOC105376599
11p14.2,MUC15
11p14.2,SLC5A12
11p14.2,FIBIN
11p14.2,BBOX1
11p14.2,BBOX1-AS1
11p14.1,CCDC34
11p14.1,LGR4
11p14.1,LOC105376671
11p14.1,LIN7C
11p14.1,BDNF-AS
11p14.1,MIR8087
11p14.1,LINC00678
11p14.1,BDNF
11p14.1,KIF18A
11p14.1,MIR610
11p14.1,METTL15
11p14.1,MIR8068
11p14.1,KCNA4
11p14.1,LINC01616
11p14.1,FSHB
11p14.1,ARL14EP
11p14.1,MPPED2
11p14.1,DCDC5
11p13,DCDC1
11p13,DNAJC24
11p13,IMMP1L
11p13,ELP4
11p13,PAX6
11p13,DKFZp686K1684
11p13,PAUPAR
11p13,LOC100506675
11p13,RCN1
11p13,SNORA88
11p13,WT1
11p13,WT1-AS
11p13,EIF3M
11p13,CCDC73
11p13,PRRG4
11p13,QSER1
11p13,DEPDC7
11p13,TCP11L1
11p13,LINC00294
11p13,CSTF3
11p13,CSTF3-AS1
11p13,HIPK3
11p13,KIAA1549L
11p13,C11orf91
11p13,CD59
11p13,FBXO3
11p13,FBXO3-AS1
11p13,LMO2
11p13,CAPRIN1
11p13,NAT10
11p13,ABTB2
11p13,CAT
11p13,ELF5
11p13,EHF
11p13,APIP
11p13,PDHX
11p13,MIR1343
11p13,CD44
11p13,LOC100507144
11p13,SLC1A2
11p13,PAMR1
11p13,FJX1
11p13,TRIM44
11p13,LDLRAD3
11p13,MIR3973
11p13,LOC101928510
11p13,COMMD9
11p13,PRR5L
11p12,TRAF6
11p12,RAG1
11p12,C11orf74
11p12,RAG2
11p12,LOC105376633
11p12,LOC103312105
11p12,LINC01493
11p12,LRRC4C
11p12,LINC01499
11p12,LOC101928591
11p12,LOC100507205
11p12,HNRNPKP3
11p12,API5
11p12,TTC17
11p11.2,MIR670
11p11.2,MIR670HG
11p11.2,MIR129-2
11p11.2,HSD17B12
11p11.2,ALKBH3
11p11.2,SEC14L1P1
11p11.2,ALKBH3-AS1
11p11.2,C11orf96
11p11.2,ACCSL
11p11.2,ACCS
11p11.2,EXT2
11p11.2,ALX4
11p11.2,CD82
11p11.2,TSPAN18
11p11.2,TP53I11
11p11.2,LOC221122
11p11.2,PRDM11
11p11.2,SYT13
11p11.2,LOC101928812
11p11.2,LOC399886
11p11.2,CHST1
11p11.2,MIR7154
11p11.2,LOC100507384
11p11.2,DKFZp779M0652
11p11.2,SLC35C1
11p11.2,CRY2
11p11.2,MAPK8IP1
11p11.2,C11orf94
11p11.2,PEX16
11p11.2,LARGE2
11p11.2,PHF21A
11p11.2,LOC101928894
11p11.2,CREB3L1
11p11.2,DGKZ
11p11.2,MIR4688
11p11.2,MDK
11p11.2,CHRM4
11p11.2,AMBRA1
11p11.2,MIR3160-1
11p11.2,MIR3160-2
11p11.2,HARBI1
11p11.2,ATG13
11p11.2,ARHGAP1
11p11.2,ZNF408
11p11.2,F2
11p11.2,CKAP5
11p11.2,MIR5582
11p11.2,SNORD67
11p11.2,LRP4-AS1
11p11.2,LRP4
11p11.2,C11orf49
11p11.2,ARFGAP2
11p11.2,MIR6745
11p11.2,PACSIN3
11p11.2,DDB2
11p11.2,ACP2
11p11.2,NR1H3
11p11.2,LOC101928943
11p11.2,MADD
11p11.2,MYBPC3
11p11.2,SPI1
11p11.2,MIR4487
11p11.2,SLC39A13
11p11.2,PSMC3
11p11.2,RAPSN
11p11.2,CELF1
11p11.2,KBTBD4
11p11.2,PTPMT1
11p11.2,NDUFS3
11p11.2,FAM180B
11p11.2,C1QTNF4
11p11.2,MTCH2
11p11.2,AGBL2
11p11.2,FNBP4
11p11.2,NUP160
11p11.2,PTPRJ
11p11.2,MIR3161
11p11.2,OR4B1
11p11.2,OR4X2
11p11.2,OR4X1
11p11.2,OR4S1
11p11.2,OR4C3
11p11.2,OR4A47
11p11.12,TRIM49B
11p11.12,TRIM64C
11p11.12,FOLH1
11p11.12,LOC440040
11p11.12,OR4C13
11p11.12,OR4C12
11p11.12,OR4C45
11p11.12,LOC441601
11p11.12,LOC646813
11q11,OR4C46
11q11,OR4A5
11q11,TRIM48
11q11,TRIM51HP
11q11,OR4A16
11q11,OR4A15
11q11,OR4C15
11q11,OR4C16
11q11,OR4C11
11q11,OR4P4
11q11,OR4S2
11q11,OR4C6
11q11,OR5D13
11q11,OR5D14
11q12.1,OR5D18
11q12.1,OR5L1
11q12.1,OR5L2
11q12.1,OR5D16
11q12.1,TRIM51
11q12.1,OR5W2
11q12.1,OR5I1
11q12.1,OR10AG1
11q12.1,OR7E5P
11q12.1,OR5F1
11q12.1,OR5AS1
11q12.1,OR8I2
11q12.1,OR8H2
11q12.1,OR8H3
11q12.1,OR8J3
11q12.1,OR8K5
11q12.1,OR5J2
11q12.1,OR5T2
11q12.1,OR5T3
11q12.1,OR5T1
11q12.1,OR8H1
11q12.1,OR8K3
11q12.1,OR8K1
11q12.1,OR8J1
11q12.1,OR8U1
11q12.1,OR8U8
11q12.1,OR5R1
11q12.1,OR5M9
11q12.1,OR5M3
11q12.1,OR5M8
11q12.1,OR5M11
11q12.1,OR5M10
11q12.1,OR5M1
11q12.1,OR5AP2
11q12.1,OR5AR1
11q12.1,OR9G1
11q12.1,MIR6128
11q12.1,OR9G4
11q12.1,LOC101927120
11q12.1,OR5AK2
11q12.1,OR5AK4P
11q12.1,LRRC55
11q12.1,APLNR
11q12.1,TNKS1BP1
11q12.1,SSRP1
11q12.1,P2RX3
11q12.1,PRG3
11q12.1,PRG2
11q12.1,SLC43A3
11q12.1,RTN4RL2
11q12.1,SLC43A1
11q12.1,TIMM10
11q12.1,SMTNL1
11q12.1,UBE2L6
11q12.1,SERPING1
11q12.1,MIR130A
11q12.1,YPEL4
11q12.1,CLP1
11q12.1,ZDHHC5
11q12.1,MED19
11q12.1,TMX2-CTNND1
11q12.1,TMX2
11q12.1,BTBD18
11q12.1,C11orf31
11q12.1,CTNND1
11q12.1,OR9Q1
11q12.1,OR6Q1
11q12.1,OR9I1
11q12.1,OR9Q2
11q12.1,OR1S2
11q12.1,OR1S1
11q12.1,OR10Q1
11q12.1,OR10W1
11q12.1,OR5B17
11q12.1,OR5B3
11q12.1,OR5B2
11q12.1,OR5B12
11q12.1,OR5B21
11q12.1,LPXN
11q12.1,ZFP91-CNTF
11q12.1,ZFP91
11q12.1,CNTF
11q12.1,GLYAT
11q12.1,GLYATL2
11q12.1,GLYATL1
11q12.1,LOC283194
11q12.1,FAM111B
11q12.1,LOC101927204
11q12.1,FAM111A
11q12.1,DTX4
11q12.1,MPEG1
11q12.1,OR5AN1
11q12.1,OR5A2
11q12.1,OR5A1
11q12.1,OR4D6
11q12.1,OR4D10
11q12.1,OR4D11
11q12.1,OR4D9
11q12.1,OSBP
11q12.1,MIR3162
11q12.1,PATL1
11q12.1,OR10V1
11q12.1,OR10V2P
11q12.1,STX3
11q12.1,MRPL16
11q12.1,GIF
11q12.1,TCN1
11q12.1,OOSP1
11q12.1,OOSP2
11q12.1,MS4A3
11q12.1,MS4A2
11q12.2,MS4A6A
11q12.2,MIR6503
11q12.2,MS4A4A
11q12.2,MS4A6E
11q12.2,MS4A7
11q12.2,MS4A14
11q12.2,MS4A5
11q12.2,MS4A1
11q12.2,MS4A12
11q12.2,MS4A13
11q12.2,LINC00301
11q12.2,MS4A8
11q12.2,MS4A18
11q12.2,MS4A15
11q12.2,MS4A10
11q12.2,CCDC86
11q12.2,PTGDR2
11q12.2,ZP1
11q12.2,PRPF19
11q12.2,TMEM109
11q12.2,TMEM132A
11q12.2,SLC15A3
11q12.2,CD6
11q12.2,CD5
11q12.2,VPS37C
11q12.2,PGA3
11q12.2,PGA4
11q12.2,PGA5
11q12.2,VWCE
11q12.2,DDB1
11q12.2,TKFC
11q12.2,CYB561A3
11q12.2,TMEM138
11q12.2,TMEM216
11q12.2,CPSF7
11q12.2,SDHAF2
11q12.2,PPP1R32
11q12.2,LRRC10B
11q12.2,MIR4488
11q12.2,SYT7
11q12.2,LOC101927495
11q12.2,RPLP0P2
11q12.2,DAGLA
11q12.2,DKFZP434K028
11q12.2,MYRF
11q12.2,TMEM258
11q12.2,FEN1
11q12.2,MIR611
11q12.2,FADS1
11q12.2,FADS2
11q12.2,MIR1908
11q12.2,FADS3
11q12.2,MIR6746
11q12.2,RAB3IL1
11q12.3,BEST1
11q12.3,FTH1
11q12.3,INCENP
11q12.3,SCGB1D1
11q12.3,SCGB2A1
11q12.3,SCGB1D2
11q12.3,SCGB2A2
11q12.3,SCGB1D4
11q12.3,ASRGL1
11q12.3,SCGB1A1
11q12.3,AHNAK
11q12.3,EEF1G
11q12.3,MIR3654|chr11
11q12.3,MIR6747
11q12.3,TUT1
11q12.3,MTA2
11q12.3,EML3
11q12.3,B3GAT3
11q12.3,ROM1
11q12.3,GANAB
11q12.3,INTS5
11q12.3,C11orf98
11q12.3,LBHD1
11q12.3,METTL12
11q12.3,SNORA57
11q12.3,UBXN1
11q12.3,UQCC3
11q12.3,LRRN4CL
11q12.3,BSCL2
11q12.3,HNRNPUL2-BSCL2
11q12.3,GNG3
11q12.3,HNRNPUL2
11q12.3,TTC9C
11q12.3,ZBTB3
11q12.3,POLR2G
11q12.3,TAF6L
11q12.3,MIR6514
11q12.3,MIR6748
11q12.3,NXF1
11q12.3,TMEM179B
11q12.3,TMEM223
11q12.3,STX5
11q12.3,LOC105369332
11q12.3,WDR74
11q12.3,SLC3A2
11q12.3,SNHG1
11q12.3,SNORD22
11q12.3,SNORD25
11q12.3,SNORD26
11q12.3,SNORD27
11q12.3,SNORD28
11q12.3,SNORD29
11q12.3,SNORD30
11q12.3,SNORD31
11q12.3,CHRM1
11q12.3,SLC22A6
11q12.3,SLC22A8
11q12.3,SLC22A24
11q12.3,SLC22A25
11q12.3,SLC22A10
11q12.3,SLC22A9
11q12.3,HRASLS5
11q12.3,LGALS12
11q12.3,RARRES3
11q12.3,HRASLS2
11q12.3,PLA2G16
11q13.1,ATL3
11q13.1,RTN3
11q13.1,C11orf95
11q13.1,C11orf84
11q13.1,MARK2
11q13.1,RCOR2
11q13.1,NAA40
11q13.1,COX8A
11q13.1,OTUB1
11q13.1,MACROD1
11q13.1,FLRT1
11q13.1,STIP1
11q13.1,FERMT3
11q13.1,TRPT1
11q13.1,DNAJC4
11q13.1,NUDT22
11q13.1,VEGFB
11q13.1,FKBP2
11q13.1,LOC105369340
11q13.1,PPP1R14B
11q13.1,PLCB3
11q13.1,BAD
11q13.1,GPR137
11q13.1,KCNK4
11q13.1,KCNK4-TEX40
11q13.1,ESRRA
11q13.1,TEX40
11q13.1,PRDX5
11q13.1,TRMT112
11q13.1,CCDC88B
11q13.1,MIR7155
11q13.1,RPS6KA4
11q13.1,MIR1237
11q13.1,LOC100996455
11q13.1,SLC22A11
